web-scraper-order,web-scraper-start-url,link,link-href,title,price,ratings,num_rates,screen_size,refresh_rate,chipset,GPU,sim_slot,RAM,internal_storage,battery,operating_system,type
1742970012-270,https://cellphones.com.vn/mobile.html,"Samsung Galaxy Z Flip6 12GB 512GB   Trả góp 0%  
    :
   
      26.990.000đ
     
        32.990.000đ
       
          Giảm 18%
           Smember giảm thêm
            đến 270.000đ 
            S-Student giảm thêm đến 600.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-z-flip-6-512gb.html,Samsung Galaxy Z Flip6 12GB 512GB,26.990.000 đ,,,6.7 inches,120Hz,Snapdragon 8 Gen 3 for Galaxy Tăng lên 42% AI,,1 Nano SIM + 1 eSIM hoặc 2 eSIM,12 GB,512 GB,4000 mAh,Android,https://cellphones.com.vn/mobile/samsung/galaxy-z/z6-series.html
1742970026-271,https://cellphones.com.vn/mobile.html,"Samsung Galaxy Z Flip4 Flex Mode Collection 6.7 inches8 GB256 GB 
          Hết hàng Trả góp 0%  
    :
   
      25.990.000đ
        Smember giảm thêm
            đến 260.000đ 
            S-Student giảm thêm đến 600.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-z-flip-4-flex-mode-collection.html,Samsung Galaxy Z Flip4 Flex Mode Collection,25.990.000₫,,,6.7 inches,120Hz,Snapdragon 8+ Gen 1 (4 nm),Adreno 670,2 SIM (nano‑SIM và eSIM),8 GB,256 GB,3700 mAh,Android 12,https://cellphones.com.vn/mobile/samsung/galaxy-z.html
1742970036-272,https://cellphones.com.vn/mobile.html,"Samsung Galaxy Z Flip5 512GB Line Friends - Chỉ có tại CellphoneS 6.7 inches8 GB512 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ
        Smember giảm thêm
            đến 0đ 
            S-Student giảm thêm đến 0đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-z-flip-5-line-friends.html,Samsung Galaxy Z Flip5 512GB Line Friends - Chỉ có tại CellphoneS,Giá liên hệ,,,6.7 inches,,Snapdragon 8 Gen 2 for Galaxy,Adreno 740,Nano-SIM + eSIM,8 GB,512 GB,3700 mAh,Android 13,https://cellphones.com.vn/mobile/samsung/galaxy-z.html
1742970045-273,https://cellphones.com.vn/mobile.html,"Samsung Galaxy Z Flip3 5G 256GB 6.7 inches8 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      26.990.000đ
        Smember giảm thêm
            đến 270.000đ 
            S-Student giảm thêm đến 0đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-z-flip-3-256gb.html,Samsung Galaxy Z Flip3 5G 256GB,26.990.000 đ,5.0/5,3,6.7 inches,120Hz,Snapdragon 888 8 nhân,Adreno 660,2 SIM (nano‑SIM và eSIM),8 GB,256 GB,3300 mAh,Android 11,https://cellphones.com.vn/mobile/samsung/galaxy-z.html
1742970055-274,https://cellphones.com.vn/mobile.html,"Samsung Galaxy Z Fold4 512GB 7.6 inches12 GB512 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      24.490.000đ
     
        44.490.000đ
       
          Giảm 45%
           Smember giảm thêm
            đến 245.000đ 
            S-Student giảm thêm đến 600.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-z-fold-4-512gb.html,Samsung Galaxy Z Fold4 512GB,24.490.000 đ,,,7.6 inches,120Hz,Snapdragon 8 Plus Gen 1,Adreno 670,2 SIM (nano‑SIM và eSIM),12 GB,512 GB,"4,400 mAh",Android 12,https://cellphones.com.vn/mobile/samsung/galaxy-z.html
1742970065-275,https://cellphones.com.vn/mobile.html,"Samsung Galaxy Z Fold3 5G 256GB 7.6 inches12 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      41.990.000đ
        Smember giảm thêm
            đến 420.000đ 
            S-Student giảm thêm đến 0đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-z-fold-3.html,Samsung Galaxy Z Fold3 5G 256GB,41.990.000 đ,4.9/5,16,7.6 inches,120Hz,Snapdragon 888 5G (5 nm),Adreno 660,2 SIM (nano‑SIM và eSIM),12 GB,256 GB,4400 mAh,Android 11,https://cellphones.com.vn/mobile/samsung/galaxy-z.html
1742970074-276,https://cellphones.com.vn/mobile.html,"Samsung Galaxy Z Flip3 5G 128GB 6.7 inches8 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      24.990.000đ
        Smember giảm thêm
            đến 250.000đ 
            S-Student giảm thêm đến 0đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-z-flip-3.html,Samsung Galaxy Z Flip3 5G 128GB,24.990.000 đ,5.0/5,4,6.7 inches,"Màn hình chính: 6.7"" 2640 x 1080 Pixels, 425ppi, FHD+ Dynamic AMOLED 2X Display (22:9) 
 Tần số quét 120Hz, 1200 nits
 Màn hình phụ: 1.9"" Super AMOLED, 260 x 512 Pixels, 302ppi",Snapdragon 888 8 (5nm),Adreno 660,2 SIM (nano‑SIM và eSIM),8 GB,128 GB,3300 mAh,Android 11,https://cellphones.com.vn/mobile/samsung/galaxy-z.html
1742970086-277,https://cellphones.com.vn/mobile.html,"Samsung Galaxy Z Flip4 128GB 6.7 inches8 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      11.190.000đ
     
        23.990.000đ
       
          Giảm 53%
           Smember giảm thêm
            đến 112.000đ 
            S-Student giảm thêm đến 600.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-z-flip-4.html,Samsung Galaxy Z Flip4 128GB,11.190.000 đ,5.0/5,3,6.7 inches,120Hz,Snapdragon 8+ Gen 1 8 nhân,Adreno 670,2 SIM (nano‑SIM và eSIM),8 GB,128 GB,3700 mAh,Android 12,https://cellphones.com.vn/mobile/samsung/galaxy-z.html
1742970096-278,https://cellphones.com.vn/mobile.html,"Samsung Galaxy Z Fold5 12GB 256GB 7.6 inches12 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      27.990.000đ
     
        40.990.000đ
       
          Giảm 32%
           Smember giảm thêm
            đến 280.000đ 
            S-Student giảm thêm đến 600.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-z-fold-5-256gb.html,Samsung Galaxy Z Fold5 12GB 256GB,27.990.000 đ,,,7.6 inches,120Hz,Snapdragon 8 Gen 2 for Galaxy (4nm) 8 nhân,Adreno 740,2 SIM (nano‑SIM và eSIM),12 GB,256 GB,4.400 mAh,"Android 13, One UI 5.1",https://cellphones.com.vn/mobile/samsung/galaxy-z.html
1742970104-279,https://cellphones.com.vn/mobile.html,"Samsung Galaxy Z Fold5 12GB 512GB 7.6 inches12 GB512 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      29.990.000đ
     
        44.990.000đ
       
          Giảm 33%
           Smember giảm thêm
            đến 300.000đ 
            S-Student giảm thêm đến 600.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-z-fold-5.html,Samsung Galaxy Z Fold5 12GB 512GB,29.990.000 đ,5.0/5,5,7.6 inches,120Hz,Snapdragon 8 Gen 2 for Galaxy (4nm) 8 nhân,Adreno 740,2 SIM (nano‑SIM và eSIM),12 GB,512 GB,4400 mAh,Android 13,https://cellphones.com.vn/mobile/samsung/galaxy-z.html
1742970114-280,https://cellphones.com.vn/mobile.html,"Samsung Galaxy Z Flip5 512GB 6.7 inches8 GB512 GB  Trả góp 0%  
    :
   
      Giá Liên Hệ
        Smember giảm thêm
            đến 0đ 
            S-Student giảm thêm đến 0đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-z-flip-5.html,Samsung Galaxy Z Flip5 512GB,Giá liên hệ,4.9/5,9,6.7 inches,120Hz,Snapdragon 8 Gen 2 for Galaxy,Adreno 740,Nano-SIM + eSIM,8 GB,512 GB,3700 mAh,Android 13,https://cellphones.com.vn/mobile/samsung/galaxy-z.html
1742970123-281,https://cellphones.com.vn/mobile.html,"Samsung Galaxy Z Flip5 256GB 6.7 inches8 GB256 GB  Trả góp 0%  
    :
   
      25.990.000đ
        Smember giảm thêm
            đến 260.000đ 
            S-Student giảm thêm đến 0đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-z-flip-5-256gb.html,Samsung Galaxy Z Flip5 256GB,25.990.000 đ,4.5/5,4,6.7 inches,120Hz,Snapdragon 8 Gen 2 for Galaxy,Adreno 740,2 SIM (nano‑SIM và eSIM),8 GB,256 GB,3700 mAh,Android 13,https://cellphones.com.vn/mobile/samsung/galaxy-z.html
1742970135-282,https://cellphones.com.vn/mobile.html,"Samsung Galaxy M35 5G 8GB 256GB 6.6 inches8 GB256 MB 
          Sắp về hàng Trả góp 0%  
    :
   
      8.490.000đ
         
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/dien-thoai-samsung-galaxy-m35.html,Samsung Galaxy M35 5G 8GB 256GB,,,,6.6 inches,120Hz,Exynos 1380 (5nm),Mali-G68 MP5,2 Nano-SIM,8 GB,256 MB,6000 mAh,Android 14,https://cellphones.com.vn/mobile/samsung/galaxy-m.html
1742970144-283,https://cellphones.com.vn/mobile.html,"Samsung Galaxy M15 5G  6.5 inches6 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      5.890.000đ
        Smember giảm thêm
            đến 59.000đ 
            S-Student giảm thêm đến 0đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/dien-thoai-samsung-galaxy-m15-5g.html,Samsung Galaxy M15 5G,5.890.000₫,,,6.5 inches,"Tần số quét 90Hz
800 nits",Mediatek Dimensity 6100+ (6 nm),Mali-G57 MC2,2 SIM (Nano-SIM),6 GB,128 GB,6000 mAh,"Android 14, One UI 6",https://cellphones.com.vn/mobile/samsung/galaxy-m.html
1742970154-284,https://cellphones.com.vn/mobile.html,"Samsung Galaxy M14 5G 4GB 128GB 6.6 inches4 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      4.490.000đ
     
        5.290.000đ
       
          Giảm 15%
           Smember giảm thêm
            đến 45.000đ 
            S-Student giảm thêm đến 269.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-m14.html,Samsung Galaxy M14 5G 4GB 128GB,4.490.000 đ,4.8/5,26,6.6 inches,Tần số quét 90Hz,Exynos 1330 (5nm),Mali-G68 MP2,2 SIM (Nano-SIM),4 GB,128 GB,6.000 mAh,Android 13,https://cellphones.com.vn/mobile/samsung/galaxy-m.html
1742970163-285,https://cellphones.com.vn/mobile.html,"Samsung Galaxy M34 5G 8GB 128GB 6.5 inches8 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      5.890.000đ
     
        7.990.000đ
       
          Giảm 26%
           Smember giảm thêm
            đến 59.000đ 
            S-Student giảm thêm đến 353.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-m34-5g.html,Samsung Galaxy M34 5G 8GB 128GB,5.890.000 đ,4.8/5,15,6.5 inches,120Hz,Exynos 1280 (5 nm),Mali-G68,2 SIM (Nano-SIM),8 GB,128 GB,6000 mAh,Android 13,https://cellphones.com.vn/mobile/samsung/galaxy-m.html
1742970172-286,https://cellphones.com.vn/mobile.html,"Samsung Galaxy M55 5G 8GB 256GB 6.7 inches8 GB256 GB  Trả góp 0%  
    :
   
      8.390.000đ
     
        10.190.000đ
       
          Giảm 18%
           Smember giảm thêm
            đến 84.000đ 
            S-Student giảm thêm đến 503.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/dien-thoai-samsung-galaxy-m55-5g-8gb-256gb.html,Samsung Galaxy M55 5G 8GB 256GB,8.390.000 đ,,,6.7 inches,"Tần số quét 120Hz, 1000 nits",Qualcomm Snapdragon 7 Gen 1 (4 nm),Adreno 644,2 SIM (Nano-SIM),8 GB,256 GB,5000 mAh,Android 14,https://cellphones.com.vn/mobile/samsung/galaxy-m.html
1742970185-287,https://cellphones.com.vn/mobile.html,"Samsung Galaxy A32 6.4 inches6 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      6.490.000đ
        Smember giảm thêm
            đến 65.000đ 
            S-Student giảm thêm đến 389.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-a32.html,Samsung Galaxy A32,6.490.000₫,4.8/5,20,6.4 inches,"Tần số quét 90Hz, độ sáng tối đa 800 nits",Mediatek Helio G80 (12 nm),Mali-G52 MC2,2 SIM (Nano-SIM),6 GB,128 GB,Li-Ion 5000 mAh,"Android 11, One UI 3.0",https://cellphones.com.vn/mobile/samsung/galaxy-a.html
1742970194-288,https://cellphones.com.vn/mobile.html,"Samsung Galaxy A23 5G 6.6 inches4 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      4.150.000đ
     
        5.990.000đ
       
          Giảm 31%
           Smember giảm thêm
            đến 42.000đ 
            S-Student giảm thêm đến 249.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-a23-5g.html,Samsung Galaxy A23 5G,4.150.000 đ,4.8/5,13,6.6 inches,,Snapdragon 695 5G (6 nm),Adreno 619,2 SIM (Nano-SIM),4 GB,128 GB,5000 mAh,Android 12,https://cellphones.com.vn/mobile/samsung/galaxy-a.html
1742970203-289,https://cellphones.com.vn/mobile.html,"Samsung Galaxy A13 (4G) 6.6 inches4 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      4.190.000đ
        Smember giảm thêm
            đến 42.000đ 
            S-Student giảm thêm đến 251.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-a13.html,Samsung Galaxy A13 (4G),4.190.000₫,5.0/5,5,6.6 inches,"Tần số quét 60 Hz, 600 nits, Kính cường lực Corning Gorilla Glass 5",Exynos 850 8 nhân,Mali-G52,2 SIM (Nano-SIM),4 GB,128 GB,5000 mAh,Android 12,https://cellphones.com.vn/mobile/samsung/galaxy-a.html
1742970211-290,https://cellphones.com.vn/mobile.html,"Samsung Galaxy A23 4G 6.6 inches4 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      3.600.000đ
     
        5.690.000đ
       
          Giảm 37%
           Smember giảm thêm
            đến 36.000đ 
            S-Student giảm thêm đến 216.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-a23.html,Samsung Galaxy A23 4G,3.600.000 đ,4.8/5,8,6.6 inches,"Tần số quét 120 Hz, 600 nits, Kính cường lực Corning Gorilla Glass 5",Snapdragon 680 8 nhân,Adreno 610,2 SIM (Nano-SIM),4 GB,128 GB,5.000 mAh,Android 12,https://cellphones.com.vn/mobile/samsung/galaxy-a.html
1742970220-291,https://cellphones.com.vn/mobile.html,"Samsung Galaxy A54 5G 8GB 128GB 6.4 inches8 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      7.390.000đ
     
        10.490.000đ
       
          Giảm 30%
           Smember giảm thêm
            đến 74.000đ 
            S-Student giảm thêm đến 443.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-a54.html,Samsung Galaxy A54 5G 8GB 128GB,7.390.000 đ,5.0/5,6,6.4 inches,"Tần số quét 120Hz, 1000 nits",Exynos 1380 (5 nm),Mali-G68 MP5,2 SIM (Nano-SIM),8 GB,128 GB,5000 mAh,Android 13,https://cellphones.com.vn/mobile/samsung/galaxy-a.html
1742970230-292,https://cellphones.com.vn/mobile.html,"Samsung Galaxy A73 (5G) 256GB - Chỉ có tại CellphoneS 6.7 inches8 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      12.990.000đ
        Smember giảm thêm
            đến 130.000đ 
            S-Student giảm thêm đến 0đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-a73.html,Samsung Galaxy A73 (5G) 256GB - Chỉ có tại CellphoneS,12.990.000 đ,4.9/5,28,6.7 inches,"Tần số quét 120 Hz, Kính cường lực Corning Gorilla Glass 5,  800 nits",Snapdragon 778G 5G 8 nhân,Adreno 642L,2 SIM (Nano-SIM),8 GB,256 GB,5000 mAh,Android 12,https://cellphones.com.vn/mobile/samsung/galaxy-a.html
1742970238-293,https://cellphones.com.vn/mobile.html,"Samsung Galaxy A05 4GB 128GB 6.7 inches4 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      2.790.000đ
     
        3.090.000đ
       
          Giảm 10%
           Smember giảm thêm
            đến 28.000đ 
            S-Student giảm thêm đến 167.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-a05.html,Samsung Galaxy A05 4GB 128GB,2.790.000 đ,4.9/5,15,6.7 inches,60Hz,Mediatek Helio G85,4 nhân 2.0 GHz & 4 nhân 1.8 GHz,2 SIM (Nano-SIM),4 GB,128 GB,5000 mAh,Android 14,https://cellphones.com.vn/mobile/samsung/galaxy-a.html
1742970248-294,https://cellphones.com.vn/mobile.html,"Samsung Galaxy A53 (5G) 6.5 inches8 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      9.990.000đ
        Smember giảm thêm
            đến 100.000đ 
            S-Student giảm thêm đến 0đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-a53.html,Samsung Galaxy A53 (5G),9.990.000₫,4.9/5,11,6.5 inches,"Tần số quét 120Hz, HDR10+, 800 nits, Always-on display 
 Kính cường lực Corning Gorilla Glass 5",Exynos 1280 8 nhân,Mali-G68,2 SIM (Nano-SIM),8 GB,128 GB,5000 mAh,Android 12,https://cellphones.com.vn/mobile/samsung/galaxy-a.html
1742970256-295,https://cellphones.com.vn/mobile.html,"Samsung Galaxy A05S 4GB 128GB 6.7 inches4 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      3.090.000đ
     
        3.990.000đ
       
          Giảm 23%
           Smember giảm thêm
            đến 31.000đ 
            S-Student giảm thêm đến 185.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/samsung-galaxy-a05s.html,Samsung Galaxy A05S 4GB 128GB,3.090.000 đ,5.0/5,19,6.7 inches,90Hz,Snapdragon 680 8 nhân,Adreno 610,2 SIM (Nano-SIM),4 GB,128 GB,5000 mAh,Android 14,https://cellphones.com.vn/mobile/samsung/galaxy-a.html
1742970264-296,https://cellphones.com.vn/mobile.html,"Samsung Galaxy A06 5G 4GB 128GB 6.7 inches4 GB128 GB  Trả góp 0%  
    :
   
      3.990.000đ
        Smember giảm thêm
            đến 40.000đ 
            S-Student giảm thêm đến 239.000đ 
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/dien-thoai-samsung-galaxy-a06-5g.html,Samsung Galaxy A06 5G 4GB 128GB,3.990.000 đ,5.0/5,1,6.7 inches,120Hz,MediaTek Helio G85 8 nhân,Mali-G52,2 SIM (Nano-SIM),4 GB,128 GB,5000 mAh,Android,https://cellphones.com.vn/mobile/samsung/galaxy-a.html
1742970274-297,https://cellphones.com.vn/mobile.html,"Samsung Galaxy A05S 6GB 128GB 6.7 inches6 GB128 GB  Trả góp 0%  
    :
   
      3.190.000đ
     
        4.490.000đ
       
          Giảm 29%
           Smember giảm thêm
            đến 32.000đ  
              Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng",https://cellphones.com.vn/dien-thoai-samsung-galaxy-a05s-6gb-128gb.html,Samsung Galaxy A05S 6GB 128GB,3.190.000 đ,,,6.7 inches,90Hz,Snapdragon 680 8 nhân,Adreno 610,2 SIM (Nano-SIM),6 GB,128 GB,5000 mAh,Android 14,https://cellphones.com.vn/mobile/samsung/galaxy-a.html
